code,name,secondary_name,state,begin_date,end_date,campaign,result,latitude,longitude,coord_source,summary
GA016,Peachtree Creek,,GA,7/20/1864,7/20/1864,Morgan's Raid Into Kentucky,Union Victory,33.8109,-84.4038,Wikidata Q636670,"Under Gen. Joseph E. Johnston, the Army of Tennessee had retired south of Peachtree Creek, an east to west flowing stream, about three miles north of Atlanta. Sherman split his army into three columns for the assault on Atlanta with George H. Thomas’s Army of the Cumberland moving from the north. Johnston had decided to attack Thomas, but Confederate President Jefferson Davis relieved him of command and appointed John B. Hood to take his place. Hood attacked Thomas after his army crossed Peachtree Creek. The determined assault threatened to overrun the Union troops at various locations. Ultima"
GA017,Atlanta,,GA,7/22/1864,7/22/1864,Morgan's Raid Into Kentucky,Union Victory,33.7459,-84.3488,Wikidata Q2374330,"Following the Battle of Peachtree Creek, Hood determined to attack Maj. Gen. James B. McPherson’s Army of the Tennessee. He withdrew his main army at night from Atlanta’ s outer line to the inner line, enticing Sherman to follow. In the meantime, he sent William J. Hardee with his corps on a fifteen-mile march to hit the unprotected Union left and rear, east of the city. Wheeler’s cavalry was to operate farther out on Sherman’s supply line, and Gen. Frank Cheatham’s corps were to attack the Union front. Hood, however, miscalculated the time necessary to make the march, and Hardee was unable to"
GA018,Ezra Church,Battle of the Poor House,GA,7/28/1864,7/28/1864,Morgan's Raid Into Kentucky,Union Victory,33.752777777,-84.439166666,Wikidata Q4870993,"Earlier, Maj. Gen. William T. Sherman’s forces had approached Atlanta from the east and north. Hood had not defeated them, but he had kept them away from the city. Sherman now decided to attack from the west. He ordered the Army of the Tennessee, commanded by Maj. Gen. O.O. Howard, to move from the left wing to the right and cut Hood’s last railroad supply line between East Point and Atlanta. Hood foresaw such a maneuver and determined to send the two corps of Lt. Gen. Stephen D. Lee and Lt. Gen. Alexander P. Stewart to intercept and destroy the Union force. Thus, on the afternoon of July 28, "
GA019,Utoy Creek,,GA,8/5/1864,8/7/1864,Morgan's Raid Into Kentucky,Indecisive,33.7209,-84.4704,Wikidata Q12336018,"After failing to envelop Hood’s left flank at Ezra Church, Sherman still wanted to extend his right flank to hit the railroad between East Point and Atlanta. He transferred John M. Schofield’ s Army of the Ohio from his left to his right flank and sent him to the north bank of Utoy Creek. Although Schofield’s troops were at Utoy Creek on August 2, they, along with the XIV Corps, Army of the Cumberland, did not cross until the 4th. Schofield’s force began its movement to exploit this situation on the morning of the 5th, which was initially successful. Schofield then had to regroup his forces, w"
GA020,Dalton II,,GA,8/14/1864,8/15/1864,Morgan's Raid Into Kentucky,Union Victory,34.7889,-84.9807,Wikidata Q3477162,"Maj. Gen. Joseph Wheeler and his cavalry raided into North Georgia to destroy railroad tracks and supplies. They approached Dalton in the late afternoon of August 14 and demanded the surrender of the garrison. The Union commander, Col. Bernard Laibolt, refused to surrender and fighting ensued. Greatly outnumbered, the Union garrison retired to fortifications on a hill outside the town where they successfully held out, although the attack continued until after midnight. Skirmishing continued throughout the night. Around 5:00 am, on the 15th, Wheeler retired and became engaged with relieving inf"
GA021,Lovejoy's Station,,GA,8/20/1864,8/20/1864,Morgan's Raid Into Kentucky,Confederate Victory,33.4441,-84.3084,Wikidata Q4871607,"While Confederate Maj. Gen. Joseph Wheeler was absent raiding Union supply lines from North Georgia to East Tennessee, Maj. Gen. William Sherman, unconcerned, sent Judson Kilpatrick to raid Rebel supply lines. Leaving on August 18, Kilpatrick hit the Atlanta & West Point Railroad that evening, tearing up a small area of tracks. Next, Kilpatrick headed for Lovejoy’s Station on the Macon & Western Railroad. In transit, on the 19th, Kilpatrick’s men hit the Jonesborough supply depot on the Macon & Western Railroad, burning great amounts of supplies. On the 20th, they reached Lovejoy’s Station and"
GA022,Jonesborough,,GA,8/31/1864,9/1/1864,Morgan's Raid Into Kentucky,Union Victory,33.5307,-84.3621,Wikidata Q2333674,"Sherman had successfully cut Hood’s supply lines in the past by sending out detachments, but the Confederates quickly repaired the damage. In late August, Sherman determined that if he could cut Hood’s supply lines’the Macon & Western and the Atlanta & West Point Railroads’the Rebels would have to evacuate Atlanta. Sherman, therefore, decided to move six of his seven infantry corps against the supply lines. The army began pulling out of its positions on August 25 to hit the Macon & Western Railroad between Rough and Ready and Jonesborough. To counter the move, Hood sent Lt. Gen. William J. Har"
GA023,Allatoona,,GA,10/5/1864,10/5/1864,Savannah Campaign,Union Victory,34.116,-84.716,Wikidata Q2887827,"After the fall of Atlanta, Hood moved northward to threaten the Western & Atlantic Railroad, Sherman’s supply line. He attacked a number of minor garrisons and damaged track during October 2-4. Sherman sent reinforcements’John M. Corse’s brigade’to Allatoona just before the Rebels attacked there. Maj. Gen. Samuel G. French’s Confederate division arrived near Allatoona at sunrise on the 5th. After demanding a surrender and receiving a negative reply, French attacked. The Union outer line survived a sustained two and a half hour attack, but then fell back and regrouped in an earthen ’Star’ fort "
GA024,Dalton III,Whitfield,GA,10/13/1864,10/13/1864,,Confederate Victory,34.7889,-84.9807,Wikidata Q3477162,"In late September following the fall of Atlanta, CS General Hood headed north, striking the Federals' supply line, the Western & Atlantic Railroad, and the small garrisons that guarded it. At Allatoona on October 5 the garrison held out in a fierce contest. Hood bypassed Resaca because its fortifications were too strong and marched on to Dalton. On October 15 US General Schofield barely escaped by rail before the Confederates surrounded the town. CS Major General William Bate's soldiers captured the garrison, 751 men of the U. S. 44th Colored Infantry commanded by US Colonel Lewis Johnson. The"
GA025,Griswoldville,,GA,11/22/1864,11/22/1864,Breckenridge's Advance into East Tennessee,Union Victory,32.869306739,-83.459880822,Wikidata Q2888696,"Brig. Gen. Charles Walcutt was ordered to make a demonstration, with the six infantry regiments and one battery that comprised his brigade, toward Macon to ascertain the disposition of enemy troops in that direction. He set out on the morning of November 22, and after a short march he ran into some of Maj. Gen. Joseph Wheeler’s cavalry and drove them beyond Griswoldville. Having accomplished his mission, Walcutt retired to a position at Duncan’s Farm and fortified it with logs and rails to meet an expected Rebel attack force composed of three brigades of Georgia State Militia. The Georgia Mili"
GA026,Buck Head Creek,,GA,11/28/1864,11/28/1864,Breckenridge's Advance into East Tennessee,Indecisive,32.8991,-82.0255,Wikidata Q4870583,"As Sherman’s infantry marched southeast through Georgia, his cavalry, under Brig. Gen. Judson Kilpatrick moved northeastward, on November 24, 1864, to destroy the railroad midway between Augusta and Millen, burn the trestle near Briar Creek and, if possible, release Union prisoners confined at Camp Lawton, near Millen, while feigning a drive towards Augusta. Confederate Maj. Gen. Joseph Wheeler was fooled and concentrated his cavalry forces around Augusta. When Kilpatrick did not show, Wheeler realized his mistake and rode off in an attempt to catch his Union counterpart. On the 26th, Wheeler "
GA027,Waynesborough,,GA,12/4/1864,12/4/1864,Breckenridge's Advance into East Tennessee,Union Victory,33.9878663,-84.4342836,"OpenStreetMap: Waynesborough Court Northeast, Cobb County, Georgia, 30068, United States","As Sherman’s infantry marched southeast through Georgia, his cavalry under Brig. Gen. Judson Kilpatrick rode northeastward. He set out on the morning of December 4 to attack Waynesborough and destroy Joseph Wheeler’s cavalry command. That morning Kilpatrick’s men advanced, driving the Rebel skirmishers in front of them. The Union force then came up against a defensive line of barricades which they eventually overran. As the Union advance continued, they met more barricades which required time to overcome. Finally, the Confederates fell back to a final line of barricades within the town. After "
GA028,Fort Mcallister II,,GA,12/13/1864,12/13/1864,Breckenridge's Advance into East Tennessee,Union Victory,31.8888,-81.1941,Wikidata Q3477165,"As Sherman’ s troops approached Savannah they sorely required supplies. Sherman determined that if he could take Fort McAllister, supply ships could reach him. Thus, he ordered Maj. Gen. O.O. Howard, commander of his right wing, to take the fort. Howard chose Brig. Gen. William B. Hazen to accomplish the task. Hazen, in the afternoon of December 13, had his men in line for the attack. Upon giving the order to attack, his men rushed forward through the various obstacles prepared for them, entered the fort, and captured it. With his supply line open, Sherman could now prepare for the siege and c"
ID001,Bear River,Massacre at Boa Ogoi,ID,1/29/1863,1/29/1863,Expedition From Camp Douglas Utah to Cache Valley,Union Victory,42.2416734,-111.2741134,"OpenStreetMap: Bear River, Bear Lake County, Idaho, 83233, United States","Shoshoni raids under Chief Bear Hunter during the winter of 1862-63 provoked Federal retaliation. Troops under Col. Patrick E. Connor set out from Ft. Douglas, Utah, in the deep snow of January 1863 towards Chief Bear Hunter’s camp, 120 miles north near present-day Preston, Idaho. The Native American camp included about 300 Shoshoni warriors defensively placed in the Battle Creek ravine west of Bear River with high embankments in which the Indians had cut access trails. Shortly after dawn on January 29, Connor’s troops appeared across the river and began crossing. Before all of the men had cro"
IN001,Corydon,,IN,7/9/1863,7/9/1863,Morgan's Raid in Kentucky Indiana and Ohio,Confederate Victory,38.2,-86.13,Wikidata Q2392704,"On July 2, 1863, Brig. Gen. Morgan, with about 2,450 hand-picked cavalrymen, rode into Kentucky to disrupt the communications of the Union Army of the Cumberland, which began its operations against Bragg’s Army of Tennessee (Tullahoma Campaign) on June 23. Crossing the Cumberland River at Burkesville, Morgan’s column advanced to the Green River where it was deflected by a Union regiment at Tebb’s Bend on July 4. Morgan surprised and captured the garrison at Lebanon, Kentucky, then rode via Springfield, Bardstown, and Garnettsville. On July 8, Morgan crossed the Ohio River at Mauckport, Indiana"
KS001,Lawrence,Lawrence Massacre,KS,8/21/1863,8/21/1863,Quantrill's Raid Into Kansas,Confederate Victory,38.96427,-95.2359,Wikidata Q460143,"In a supposed retaliation for a Union raid on Osceola, Missouri, Lt. Col. William C. Quantrill led a force of about 300 to 400 partisans in an attack on the city of Lawrence, Kansas. His men killed civilians’men and boys’and destroyed many of the buildings. He held the town several hours and then withdrew. The ’Lawrence Massacre’ was, perhaps, the extreme example of the vicious Kansas-Missouri border warfare."
